STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,FoodAccessSF2015_State,FoodAccessSF2015_County,FoodAccessSF2015_Urban,FoodAccessSF2015_POP2010,FoodAccessSF2015_OHU2010,FoodAccessSF2015_GroupQuartersFlag,FoodAccessSF2015_NUMGQTRS,FoodAccessSF2015_PCTGQTRS,FoodAccessSF2015_LILATracts_1And10,FoodAccessSF2015_LILATracts_halfAnd10,FoodAccessSF2015_LILATracts_1And20,FoodAccessSF2015_LILATracts_Vehicle,FoodAccessSF2015_HUNVFlag,FoodAccessSF2015_LowIncomeTracts,FoodAccessSF2015_PovertyRate,FoodAccessSF2015_MedianFamilyIncome,FoodAccessSF2015_LA1and10,FoodAccessSF2015_LAhalfand10,FoodAccessSF2015_LA1and20,FoodAccessSF2015_LATracts_half,FoodAccessSF2015_LATracts1,FoodAccessSF2015_LATracts10,FoodAccessSF2015_LATracts20,FoodAccessSF2015_LATractsVehicle_20,FoodAccessSF2015_LAPOP1_10,FoodAccessSF2015_LAPOP05_10,FoodAccessSF2015_LAPOP1_20,FoodAccessSF2015_LALOWI1_10,FoodAccessSF2015_LALOWI05_10,FoodAccessSF2015_LALOWI1_20,FoodAccessSF2015_lapophalf,FoodAccessSF2015_lapophalfshare,FoodAccessSF2015_lalowihalf,FoodAccessSF2015_lalowihalfshare,FoodAccessSF2015_lakidshalf,FoodAccessSF2015_lakidshalfshare,FoodAccessSF2015_laseniorshalf,FoodAccessSF2015_laseniorshalfshare,FoodAccessSF2015_lawhitehalf,FoodAccessSF2015_lawhitehalfshare,FoodAccessSF2015_lablackhalf,FoodAccessSF2015_lablackhalfshare,FoodAccessSF2015_laasianhalf,FoodAccessSF2015_laasianhalfshare,FoodAccessSF2015_lanhopihalf,FoodAccessSF2015_lanhopihalfshare,FoodAccessSF2015_laaianhalf,FoodAccessSF2015_laaianhalfshare,FoodAccessSF2015_laomultirhalf,FoodAccessSF2015_laomultirhalfshare,FoodAccessSF2015_lahisphalf,FoodAccessSF2015_lahisphalfshare,FoodAccessSF2015_lahunvhalf,FoodAccessSF2015_lahunvhalfshare,FoodAccessSF2015_lasnaphalf,FoodAccessSF2015_lasnaphalfshare,FoodAccessSF2015_lapop1,FoodAccessSF2015_lapop1share,FoodAccessSF2015_lalowi1,FoodAccessSF2015_lalowi1share,FoodAccessSF2015_lakids1,FoodAccessSF2015_lakids1share,FoodAccessSF2015_laseniors1,FoodAccessSF2015_laseniors1share,FoodAccessSF2015_lawhite1,FoodAccessSF2015_lawhite1share,FoodAccessSF2015_lablack1,FoodAccessSF2015_lablack1share,FoodAccessSF2015_laasian1,FoodAccessSF2015_laasian1share,FoodAccessSF2015_lanhopi1,FoodAccessSF2015_lanhopi1share,FoodAccessSF2015_laaian1,FoodAccessSF2015_laaian1share,FoodAccessSF2015_laomultir1,FoodAccessSF2015_laomultir1share,FoodAccessSF2015_lahisp1,FoodAccessSF2015_lahisp1share,FoodAccessSF2015_lahunv1,FoodAccessSF2015_lahunv1share,FoodAccessSF2015_lasnap1,FoodAccessSF2015_lasnap1share,FoodAccessSF2015_lapop10,FoodAccessSF2015_lapop10share,FoodAccessSF2015_lalowi10,FoodAccessSF2015_lalowi10share,FoodAccessSF2015_lakids10,FoodAccessSF2015_lakids10share,FoodAccessSF2015_laseniors10,FoodAccessSF2015_laseniors10share,FoodAccessSF2015_lawhite10,FoodAccessSF2015_lawhite10share,FoodAccessSF2015_lablack10,FoodAccessSF2015_lablack10share,FoodAccessSF2015_laasian10,FoodAccessSF2015_laasian10share,FoodAccessSF2015_lanhopi10,FoodAccessSF2015_lanhopi10share,FoodAccessSF2015_laaian10,FoodAccessSF2015_laaian10share,FoodAccessSF2015_laomultir10,FoodAccessSF2015_laomultir10share,FoodAccessSF2015_lahisp10,FoodAccessSF2015_lahisp10share,FoodAccessSF2015_lahunv10,FoodAccessSF2015_lahunv10share,FoodAccessSF2015_lasnap10,FoodAccessSF2015_lasnap10share,FoodAccessSF2015_lapop20,FoodAccessSF2015_lapop20share,FoodAccessSF2015_lalowi20,FoodAccessSF2015_lalowi20share,FoodAccessSF2015_lakids20,FoodAccessSF2015_lakids20share,FoodAccessSF2015_laseniors20,FoodAccessSF2015_laseniors20share,FoodAccessSF2015_lawhite20,FoodAccessSF2015_lawhite20share,FoodAccessSF2015_lablack20,FoodAccessSF2015_lablack20share,FoodAccessSF2015_laasian20,FoodAccessSF2015_laasian20share,FoodAccessSF2015_lanhopi20,FoodAccessSF2015_lanhopi20share,FoodAccessSF2015_laaian20,FoodAccessSF2015_laaian20share,FoodAccessSF2015_laomultir20,FoodAccessSF2015_laomultir20share,FoodAccessSF2015_lahisp20,FoodAccessSF2015_lahisp20share,FoodAccessSF2015_lahunv20,FoodAccessSF2015_lahunv20share,FoodAccessSF2015_lasnap20,FoodAccessSF2015_lasnap20share,FoodAccessSF2015_TractLOWI,FoodAccessSF2015_TractKids,FoodAccessSF2015_TractSeniors,FoodAccessSF2015_TractWhite,FoodAccessSF2015_TractBlack,FoodAccessSF2015_TractAsian,FoodAccessSF2015_TractNHOPI,FoodAccessSF2015_TractAIAN,FoodAccessSF2015_TractOMultir,FoodAccessSF2015_TractHispanic,FoodAccessSF2015_TractHUNV,FoodAccessSF2015_TractSNAP
"06","075","025800",1400000US06075025800,"06075025800","258",CT,241710,0,California,San Francisco,"1","1960","572","0","21","0.0107143","0","0","0","0","0","1","23.6","59833","0","0","0","0","0","0","0","0","0","285.6267406","0","0","132.0603631","0","285.6267406","0.145727929","132.0603631","0.067377736","62.30493331","0.031788231","33.06367183","0.01686922","47.65090227","0.024311685","49.16607827","0.025084734","130.7856879","0.066727392","0","0","1.151747733","0.000587626","56.87232614","0.029016493","72.49571538","0.03698761","9.464069158","0.016545575","12.93014419","0.022605147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","846","382","263","358","160","1114","3","7","318","427","42","85"
"06","075","030202",1400000US06075030202,"06075030202","302.02",CT,355664,0,California,San Francisco,"1","4313","2084","0","30","0.0069557","0","0","0","0","0","0","12.8","113657","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1042","455","408","2516","83","1356","5","10","343","342","542","0"
"06","075","031400",1400000US06075031400,"06075031400","314",CT,770543,0,California,San Francisco,"1","6676","1791","0","82","0.0122828","0","1","0","0","0","1","17.1","61890","0","1","0","1","0","0","0","0","0","632.0629172","0","0","145.2350463","0","632.0629172","0.09467689","145.2350463","0.0217548","116.9075359","0.017511614","77.98593509","0.011681536","170.7083974","0.025570461","128.2743282","0.019214249","269.9037497","0.040428962","9.994348526","0.001497056","3.192284744","0.000478173","49.989811","0.007487988","132.3229495","0.019820693","6.343335997","0.003541784","13.37340988","0.007467007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2753","1237","810","1274","1030","3092","51","25","1204","1718","192","137"
"06","075","040200",1400000US06075040200,"06075040200","402",CT,531470,0,California,San Francisco,"1","5191","2352","0","26","0.0050087","0","0","0","0","0","0","8.5","125893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","812","765","767","2711","42","1995","11","18","414","391","700","46"
"06","075","045100",1400000US06075045100,"06075045100","451",CT,384459,0,California,San Francisco,"1","4996","2150","0","9","0.0018014","0","0","0","0","0","0","17.4","89375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1955","625","621","2152","103","2336","12","16","377","336","680","118"
"06","075","031201",1400000US06075031201,"06075031201","312.01",CT,512112,0,California,San Francisco,"1","6167","1740","0","94","0.0152424","0","0","0","0","0","0","14.2","85938","0","1","0","1","0","0","0","0","0","1215.268897","0","0","363.6163492","0","1215.268897","0.19705998","363.6163492","0.058961626","212.7710729","0.034501552","163.9801018","0.026589931","322.0301529","0.052218283","142.6604427","0.023132875","604.2870645","0.0979872","15.76844954","0.002556908","3.155445755","0.000511666","127.3673401","0.020653047","155.8677214","0.025274481","40.94889311","0.023533847","16.43811135","0.00944719","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2370","1097","807","1159","538","3672","35","27","736","977","251","87"
"06","075","023400",1400000US06075023400,"06075023400","234",CT,854096,0,California,San Francisco,"1","3660","964","0","0","0","0","1","0","1","1","1","25.7","51049","0","1","0","1","0","0","0","1","178.3773723","3403.787176","178.3773723","126.4817843","2122.22809","126.4817843","3403.787176","0.929996496","2122.22809","0.57984374","1042.567867","0.284854609","265.4574132","0.072529348","329.9000733","0.090136632","1168.572067","0.319281985","657.2816033","0.179585138","190.0000019","0.051912569","13.26652205","0.003624733","1044.766878","0.285455431","1142.582175","0.312180922","225.295871","0.23370941","187.6463005","0.194653839","178.3773723","0.048736987","126.4817843","0.034557865","60.73412132","0.016594022","7.205181852","0.001968629","13.31922078","0.003639131","70.41824591","0.019239958","36.49410164","0.009971066","13.55205098","0.003702746","0.057663713","1.57551E-05","44.53608489","0.012168329","44.01087022","0.012024828","13.61298551","0.014121354","10.18222697","0.010562476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2328","1090","350","352","1239","739","190","14","1126","1225","237","202"
"06","075","025900",1400000US06075025900,"06075025900","259",CT,658503,81108,California,San Francisco,"1","4261","1327","0","57","0.0133771","0","0","0","0","0","0","5.7","100781","0","1","0","1","0","0","0","0","0","1682.092043","0","0","408.1427844","0","1682.092043","0.394764619","408.1427844","0.09578568","298.4044348","0.07003155","335.3296009","0.078697395","479.3397283","0.112494656","110.0320054","0.025823047","832.7287836","0.195430365","8.446897516","0.001982374","7.906851292","0.001855633","243.637761","0.05717854","293.4460547","0.068867884","58.50895846","0.044091152","13.90388444","0.010477682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","699","796","714","1035","436","2099","19","20","652","797","183","36"
"06","075","026003",1400000US06075026003,"06075026003","260.03",CT,402979,0,California,San Francisco,"1","4908","1314","0","0","0","0","1","0","0","0","1","4.5","53382","0","1","0","1","0","0","0","0","0","867.3269412","0","0","381.2188681","0","867.3269412","0.176716981","381.2188681","0.077672956","150.8560591","0.030736768","147.6181241","0.030077042","286.0187066","0.05827602","38.22462121","0.007788228","369.3087111","0.075246274","2.533961941","0.000516292","10.4632515","0.002131877","160.7776822","0.032758289","289.2282786","0.058929967","32.28209147","0.024567802","11.88621269","0.009045824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2180","953","661","1430","131","2117","24","77","1129","1910","102","62"
"06","075","030201",1400000US06075030201,"06075030201","302.01",CT,360958,0,California,San Francisco,"1","3928","1842","0","4","0.0010183","0","0","0","0","0","0","9.1","123810","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","717","455","478","2221","46","1362","2","12","285","288","340","15"
"06","075","011800",1400000US06075011800,"06075011800","118",CT,56564,0,California,San Francisco,"1","1500","695","0","13","0.0086667","0","0","0","0","0","1","35.6","29792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1269","164","371","124","12","1327","0","1","36","38","572","117"
"06","075","012201",1400000US06075012201,"06075012201","122.01",CT,92048,0,California,San Francisco,"1","4567","2667","0","49","0.0107291","0","0","0","0","0","1","23.1","56218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2112","387","420","2190","259","1169","10","41","898","1276","2119","372"
